"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","diffexpressed","delabel"
"EPRS",2.80045603724785e-269,0.294087088524384,0.104,0.037,1.77999786183511e-264,"Brain","EPRS","No",NA
"KIRREL",8.38868447594533e-269,0.38127248532737,0.114,0.043,5.33193173975561e-264,"Brain","KIRREL","No",NA
"PRDM2",1.14214644465306e-268,0.252068532396269,0.11,0.04,7.25959701685932e-264,"Brain","PRDM2","No",NA
"HNRNPA3",1.25404636611606e-268,0.209474536728339,0.159,0.069,7.9708441076703e-264,"Brain","HNRNPA3","No",NA
"LIFR.1",1.63872735672855e-268,-1.63537308579509,0.087,0.19,1.04159149521024e-263,"Brain","LIFR","Down","LIFR"
"DNM1L",2.28757555963082e-268,0.232203247648206,0.128,0.051,1.45400590145695e-263,"Brain","DNM1L","No",NA
"NUDT3.1",1.21057999162064e-267,0.233236300741293,0.192,0.091,7.69456748473996e-263,"Brain","NUDT3","No",NA
"BRD4.1",1.37357990932399e-267,0.205153413856674,0.222,0.111,8.73061126165421e-263,"Brain","BRD4","No",NA
"VAV3.1",1.41130608127102e-267,-1.60300862294022,0.054,0.151,8.97040258316672e-263,"Brain","VAV3","Down","VAV3"
"SERINC3",1.49260585581677e-267,0.25255864197773,0.149,0.064,9.48715208015697e-263,"Brain","SERINC3","No",NA
"SERINC5",5.24729060446891e-267,0.204997056677979,0.246,0.126,3.33523038110648e-262,"Brain","SERINC5","No",NA
"ENG.1",5.3695166487707e-267,0.0273298912560538,0.484,0.287,3.41291847712515e-262,"Brain","ENG","No",NA
"AP2B1.1",2.01824964401397e-266,0.201171197382083,0.173,0.079,1.28281965623172e-261,"Brain","AP2B1","No",NA
"AFAP1L1.1",5.95117510757571e-266,0.164923946127389,0.313,0.171,3.7826264101262e-261,"Brain","AFAP1L1","No",NA
"NLK",6.57568615707323e-266,0.171117362531036,0.213,0.104,4.17957187829732e-261,"Brain","NLK","No",NA
"JUNB",3.18794208745652e-265,0.426882578114401,0.152,0.067,2.02628787020824e-260,"Brain","JUNB","No",NA
"GULP1",1.0559917366609e-264,0.191794781448337,0.159,0.07,6.71198907739033e-260,"Brain","GULP1","No",NA
"HDGFRP3",1.10939231319701e-264,0.22080412665153,0.151,0.065,7.0514084819115e-260,"Brain","HDGFRP3","No",NA
"PFN1.1",1.37764666642426e-264,0.0984529148264119,0.321,0.177,8.75645997645923e-260,"Brain","PFN1","No",NA
"DYNC1H1.1",4.47928493470308e-264,0.247519931183964,0.17,0.077,2.84707829734662e-259,"Brain","DYNC1H1","No",NA
"ACTG1.1",4.72242624053288e-263,0.163661459430156,0.514,0.315,3.0016213427451e-258,"Brain","ACTG1","No",NA
"VAMP2",4.50904302925425e-262,0.249395404608713,0.129,0.052,2.86599283982429e-257,"Brain","VAMP2","No",NA
"PPM1G",5.41608575384749e-262,0.270967384602045,0.105,0.038,3.442518266003e-257,"Brain","PPM1G","No",NA
"REV3L.1",2.17561925294194e-261,0.133237898196498,0.253,0.131,1.38284535336242e-256,"Brain","REV3L","No",NA
"FGD6",7.60806162965482e-261,0.228142827372435,0.152,0.066,4.8357600524249e-256,"Brain","FGD6","No",NA
"CCND2",5.52309444276207e-260,0.26711613583265,0.129,0.052,3.510534058764e-255,"Brain","CCND2","No",NA
"XRN2",5.90522974313144e-260,0.272502058363744,0.118,0.046,3.75342307703177e-255,"Brain","XRN2","No",NA
"RALGAPA2.1",8.24267533123309e-260,-1.74614537480149,0.078,0.177,5.23912686728506e-255,"Brain","RALGAPA2","Down","RALGAPA2"
"PDE4D.1",3.80379879259241e-259,0.37298653788885,0.435,0.27,2.41773255055966e-254,"Brain","PDE4D","No",NA
"EPN2.1",1.41135284058167e-258,0.178685768019125,0.181,0.084,8.97069979002118e-254,"Brain","EPN2","No",NA
"LMCD1",2.78582661013283e-258,0.312727577546157,0.1,0.036,1.77069925166653e-253,"Brain","LMCD1","No",NA
"IGFBP2",2.85291842466139e-258,0.274691654791274,0.144,0.062,1.81334347989902e-253,"Brain","IGFBP2","No",NA
"ANO10",3.68411535916267e-258,0.201315382504548,0.166,0.075,2.34166056343738e-253,"Brain","ANO10","No",NA
"ECSCR.1",3.8359950914674e-258,0.136872035332572,0.215,0.106,2.43819684008759e-253,"Brain","ECSCR","No",NA
"LXN",4.33086661195624e-258,0.188593496174966,0.132,0.054,2.75274212722551e-253,"Brain","LXN","No",NA
"PHLDB2.1",1.82522208158488e-257,0.18263041278372,0.163,0.073,1.16012940727616e-252,"Brain","PHLDB2","No",NA
"AKT3.1",7.56599836928175e-257,0.13766235254448,0.343,0.194,4.80902422349917e-252,"Brain","AKT3","No",NA
"SLC9A9.1",1.21395529183126e-256,-1.90631983269924,0.035,0.123,7.71602123040868e-252,"Brain","SLC9A9","Down","SLC9A9"
"CD2AP.1",1.47059516223305e-256,0.167605157783382,0.188,0.089,9.34724991066951e-252,"Brain","CD2AP","No",NA
"KLHL20",2.64111902771307e-256,0.249842907342731,0.123,0.049,1.6787216652047e-251,"Brain","KLHL20","No",NA
"ATP5A1",2.74593677640164e-256,0.241776795906016,0.143,0.061,1.74534487444865e-251,"Brain","ATP5A1","No",NA
"ZNF644.1",9.92839467363004e-256,0.153347848436587,0.193,0.093,6.31058693850599e-251,"Brain","ZNF644","No",NA
"CAMTA1.1",1.15139190475969e-255,0.172812238424983,0.2,0.097,7.31836208584307e-251,"Brain","CAMTA1","No",NA
"ACVRL1.1",2.36866512283064e-255,0.153259898744214,0.168,0.077,1.50554723872238e-250,"Brain","ACVRL1","No",NA
"RNF130",4.79409600849968e-255,0.211582115539283,0.15,0.066,3.04717536396248e-250,"Brain","RNF130","No",NA
"ARPC2.1",7.31453895836076e-255,0.172192204155746,0.24,0.124,4.64919410732369e-250,"Brain","ARPC2","No",NA
"WDR1",3.42909202919293e-254,0.253618706790992,0.125,0.051,2.17956518467532e-249,"Brain","WDR1","No",NA
"TTC3.1",3.79146654149851e-254,0.137327582694148,0.239,0.123,2.40989404844187e-249,"Brain","TTC3","No",NA
"EPAS1.1",5.37095900109599e-254,0.0741280419460675,0.524,0.318,3.41383525068662e-249,"Brain","EPAS1","No",NA
"R3HDM1.1",2.00575678075605e-253,0.178901473479374,0.191,0.092,1.27487906741636e-248,"Brain","R3HDM1","No",NA
"NRG1",5.33959741157378e-253,0.166664687772881,0.108,0.041,3.39390151077041e-248,"Brain","NRG1","No",NA
"GCC2",8.07706523972668e-253,0.218683339931079,0.161,0.072,5.13386343702268e-248,"Brain","GCC2","No",NA
"CANX.1",8.82913519271491e-253,0.142197993684307,0.254,0.133,5.61188661984152e-248,"Brain","CANX","No",NA
"LASP1",1.42439577529462e-252,0.237238105630059,0.147,0.064,9.05360198735012e-248,"Brain","LASP1","No",NA
"SAT1",3.74241058846837e-252,0.273698747823466,0.125,0.05,2.37871359413638e-247,"Brain","SAT1","No",NA
"CEP170.1",5.5413093570094e-252,0.193565150665357,0.17,0.078,3.52211164040874e-247,"Brain","CEP170","No",NA
"ATP6V1A",1.08047864486125e-251,0.242508775508157,0.12,0.047,6.86763031460259e-247,"Brain","ATP6V1A","No",NA
"DCTN1",1.5574613048229e-251,0.266886465790062,0.118,0.047,9.89937979958482e-247,"Brain","DCTN1","No",NA
"SPTAN1.1",2.15670590466742e-251,0.187190667421984,0.255,0.135,1.37082384006566e-246,"Brain","SPTAN1","No",NA
"CLIP1",2.28404011554513e-251,0.199380180250824,0.145,0.063,1.45175873784164e-246,"Brain","CLIP1","No",NA
"SOS1.1",1.98221567793501e-250,0.110424314914846,0.271,0.145,1.25991610705227e-245,"Brain","SOS1","No",NA
"SORBS3",9.32920097814649e-250,0.267434274197194,0.123,0.05,5.92973343371969e-245,"Brain","SORBS3","No",NA
"SMAP1",9.97727072988207e-250,0.241016674911382,0.113,0.044,6.34165304862034e-245,"Brain","SMAP1","No",NA
"SLCO2A1.1",1.72664397993657e-249,0.113711964033861,0.198,0.097,1.09747218008748e-244,"Brain","SLCO2A1","No",NA
"SET.1",5.89280921064381e-249,0.222648520652385,0.193,0.094,3.74552846237731e-244,"Brain","SET","No",NA
"SPEN.1",1.15923389376746e-248,0.220070146729587,0.17,0.079,7.36820655217537e-244,"Brain","SPEN","No",NA
"OLA1",2.78963720829165e-248,0.21191146833271,0.122,0.049,1.77312130596226e-243,"Brain","OLA1","No",NA
"MCL1",1.22463144556639e-247,0.318246707033942,0.139,0.06,7.78387993116451e-243,"Brain","MCL1","No",NA
"RTN4.1",4.68798014114786e-247,0.116706199908667,0.306,0.169,2.97972705751499e-242,"Brain","RTN4","No",NA
"ETNK1",5.18891417289097e-247,0.168900322176011,0.136,0.058,3.29812573743123e-242,"Brain","ETNK1","No",NA
"SOGA1",1.04632305890304e-246,0.226474225042507,0.148,0.066,6.65053399469363e-242,"Brain","SOGA1","No",NA
"ROCK1.1",2.22863552901145e-246,0.139650647430325,0.224,0.114,1.41654302859497e-241,"Brain","ROCK1","No",NA
"SLC25A5",4.64989332162893e-246,0.304245205998122,0.107,0.041,2.95551869416056e-241,"Brain","SLC25A5","No",NA
"PTTG1IP.1",5.45332401299417e-246,0.0941433883151161,0.228,0.116,3.46618727589922e-241,"Brain","PTTG1IP","No",NA
"CBL.1",1.27021956557901e-245,0.176131923089032,0.178,0.084,8.07364258077672e-241,"Brain","CBL","No",NA
"PGK1",1.95435861870299e-245,0.297297433099025,0.112,0.044,1.2422098816338e-240,"Brain","PGK1","No",NA
"COX8A",2.34271333267021e-245,0.218566722007947,0.162,0.075,1.48905202137851e-240,"Brain","COX8A","No",NA
"VMP1",3.00634192800506e-245,0.171378800083072,0.151,0.067,1.9108609928593e-240,"Brain","VMP1","No",NA
"FOXN3.1",3.08686349291557e-245,0.11518552722344,0.202,0.1,1.96204130473207e-240,"Brain","FOXN3","No",NA
"IQCJ-SCHIP1",7.41183277256788e-245,0.283865696088849,0.121,0.049,4.71103502857187e-240,"Brain","IQCJ-SCHIP1","No",NA
"CACNA2D1",1.02353901045633e-243,0.276328246144472,0.115,0.046,6.50571630436151e-239,"Brain","CACNA2D1","No",NA
"AK3",1.49386635105483e-243,0.190632358031642,0.122,0.049,9.4951639139396e-239,"Brain","AK3","No",NA
"JAM2.1",7.1013091541153e-243,0.158076345331312,0.158,0.072,4.51366311144722e-238,"Brain","JAM2","No",NA
"FAM117B",1.45980191075927e-242,0.22520019166567,0.107,0.041,9.278646924977e-238,"Brain","FAM117B","No",NA
"OSBPL8.1",2.20074704857488e-242,0.135927226372587,0.222,0.114,1.39881683154468e-237,"Brain","OSBPL8","No",NA
"AKAP2",5.05902879431238e-242,0.268231275840578,0.115,0.046,3.21556929195289e-237,"Brain","AKAP2","No",NA
"TAX1BP1.1",1.28557826321178e-241,0.139188158718763,0.182,0.087,8.17126399880037e-237,"Brain","TAX1BP1","No",NA
"LBR",1.42980959755289e-241,0.167840054613911,0.131,0.055,9.08801278300591e-237,"Brain","LBR","No",NA
"ACTN1.1",1.55010365379212e-241,0.117083351234047,0.156,0.07,9.85261383386808e-237,"Brain","ACTN1","No",NA
"KIAA1109.1",2.54798048001233e-241,0.1879040620804,0.194,0.095,1.61952187290064e-236,"Brain","KIAA1109","No",NA
"ELF2.1",2.83241695727272e-241,0.104176146458504,0.219,0.111,1.80031254221211e-236,"Brain","ELF2","No",NA
"PHLPP1.1",5.29633347086121e-241,0.257228854217917,0.179,0.086,3.36640251741409e-236,"Brain","PHLPP1","No",NA
"MED13.1",1.64290972294566e-240,0.110820287695001,0.214,0.108,1.04424984900149e-235,"Brain","MED13","No",NA
"BCAP29",2.848413509448e-240,0.164676712264406,0.141,0.062,1.81048011074024e-235,"Brain","BCAP29","No",NA
"KANK2",2.38370414084287e-239,0.221918118527992,0.125,0.052,1.51510618896113e-234,"Brain","KANK2","No",NA
"PSIP1",4.07491212548367e-239,0.232429708272264,0.118,0.048,2.59005489607867e-234,"Brain","PSIP1","No",NA
"PTPRA.1",7.69811295887416e-239,0.125155487788789,0.231,0.12,4.89299757779e-234,"Brain","PTPRA","No",NA
"GALNT2",3.65280773922253e-238,0.205015403768169,0.11,0.043,2.32176112712723e-233,"Brain","GALNT2","No",NA
"SEC61A1",4.94424082561676e-238,0.225821850883481,0.13,0.055,3.14260891117027e-233,"Brain","SEC61A1","No",NA
"CBX5",1.56138239336461e-237,0.221931037895858,0.149,0.067,9.92430263046478e-233,"Brain","CBX5","No",NA
"GLUD1",1.67590025438765e-237,0.221235456161654,0.112,0.044,1.06521896069133e-232,"Brain","GLUD1","No",NA
"GNA12",1.68237539086904e-237,0.178973010866887,0.129,0.054,1.06933462219027e-232,"Brain","GNA12","No",NA
"TRIM33",1.72918439901897e-237,0.170113305784885,0.156,0.071,1.09908689586045e-232,"Brain","TRIM33","No",NA
"PTPN11",4.76881992224165e-237,0.255959006726374,0.106,0.041,3.03110963077602e-232,"Brain","PTPN11","No",NA
"LSM14A.1",5.97119372579775e-237,0.146514386910843,0.2,0.1,3.79535044405431e-232,"Brain","LSM14A","No",NA
"PLCL1.1",6.70104760979797e-237,0.554243417432604,0.181,0.09,4.25925287126369e-232,"Brain","PLCL1","Up","PLCL1"
"IGF1R.1",1.07048992670352e-236,0.183383801893547,0.395,0.236,6.80414102312022e-232,"Brain","IGF1R","No",NA
"STXBP5",1.09950570788542e-236,0.210978623461834,0.148,0.066,6.9885682298905e-232,"Brain","STXBP5","No",NA
"VEZT.1",6.17421975086543e-236,0.144179794742013,0.19,0.093,3.92439581584758e-231,"Brain","VEZT","No",NA
"CAPNS1.1",7.05089995842683e-236,0.144708198054154,0.239,0.126,4.48162252257568e-231,"Brain","CAPNS1","No",NA
"RBFOX2.1",7.49822930967377e-236,0.117290504450517,0.361,0.211,4.76594953152174e-231,"Brain","RBFOX2","No",NA
"PIAS1.1",9.06792265030309e-236,0.111334364214142,0.217,0.111,5.76366231575915e-231,"Brain","PIAS1","No",NA
"COLEC12.1",2.16471308864951e-234,0.273191462153939,0.157,0.072,1.37591328627652e-229,"Brain","COLEC12","No",NA
"PSMD1",2.64947132399671e-234,0.201159349663069,0.138,0.061,1.68403046824555e-229,"Brain","PSMD1","No",NA
"RASA2.1",2.7716791298176e-234,0.146412987541186,0.17,0.081,1.76170697170337e-229,"Brain","RASA2","No",NA
"DENND4C.1",2.82787725042323e-234,0.0906558882814767,0.214,0.108,1.79742705914151e-229,"Brain","DENND4C","No",NA
"KMT2E.1",3.79378311254111e-234,0.108016580414382,0.256,0.137,2.41136648416226e-229,"Brain","KMT2E","No",NA
"RPS28.1",4.73647778479037e-234,0.135944567180169,0.275,0.151,3.01055264479061e-229,"Brain","RPS28","No",NA
"GIT2",8.53381441141017e-234,0.192690943116573,0.15,0.068,5.42417777803641e-229,"Brain","GIT2","No",NA
"STMN1.1",1.22403705859217e-233,0.119312225034254,0.227,0.118,7.78010194811771e-229,"Brain","STMN1","No",NA
"STAT3.1",1.23906526136181e-233,0.106906176945615,0.245,0.13,7.87562270774179e-229,"Brain","STAT3","No",NA
"SEMA6A.1",1.63343774512025e-233,0.052313634941763,0.348,0.2,1.03822936517588e-228,"Brain","SEMA6A","No",NA
"EIF3I",2.0447599940205e-233,0.236542746334712,0.118,0.049,1.29966989979937e-228,"Brain","EIF3I","No",NA
"VCP",2.43678615786984e-233,0.207519340634147,0.161,0.075,1.54884564980365e-228,"Brain","VCP","No",NA
"CYB5R3",2.47964656750773e-233,0.173946173192282,0.151,0.068,1.57608815477359e-228,"Brain","CYB5R3","No",NA
"YWHAE.1",2.56833175295094e-233,0.101085455185129,0.353,0.205,1.63245734549314e-228,"Brain","YWHAE","No",NA
"RUFY3.1",4.26282200460132e-233,0.164363037832934,0.168,0.079,2.70949229434465e-228,"Brain","RUFY3","No",NA
"HNRNPUL1.1",1.05097329102337e-232,0.16290553369326,0.205,0.104,6.68009133507365e-228,"Brain","HNRNPUL1","No",NA
"RAI14.1",1.70156658968582e-232,0.145132755975492,0.224,0.117,1.08153274007021e-227,"Brain","RAI14","No",NA
"HOOK3.1",1.71601145658319e-232,0.177655179604091,0.225,0.118,1.09071404191884e-227,"Brain","HOOK3","No",NA
"PIK3R1",1.03610423382946e-231,0.200568405487371,0.135,0.059,6.58558212064343e-227,"Brain","PIK3R1","No",NA
"GALNT7",1.66898075945307e-231,0.256552025916517,0.106,0.041,1.06082086051597e-226,"Brain","GALNT7","No",NA
"RPL3.1",1.67792312496613e-231,0.0805321232658731,0.228,0.119,1.06650471745972e-226,"Brain","RPL3","No",NA
"DENND1A.1",8.57646423280811e-231,0.100260565772922,0.185,0.09,5.45128643101516e-226,"Brain","DENND1A","No",NA
"MARCH3.1",1.37083402998296e-230,0.109396975758469,0.216,0.111,8.71315817797466e-226,"Brain","MARCH3","No",NA
"ECE1.1",2.3685263285248e-230,0.0779781308017933,0.305,0.172,1.50545901967365e-225,"Brain","ECE1","No",NA
"GNB1.1",3.69086951393443e-230,0.118594343385542,0.406,0.243,2.34595357175187e-225,"Brain","GNB1","No",NA
"BOD1L1",1.38281184624113e-228,0.166862944970263,0.153,0.071,8.78929037589322e-224,"Brain","BOD1L1","No",NA
"PLTP",1.91837726419777e-228,0.180409171939628,0.122,0.051,1.21933977289675e-223,"Brain","PLTP","No",NA
"ADIPOR2",1.95666713825578e-228,0.228200820037175,0.107,0.042,1.24367719974676e-223,"Brain","ADIPOR2","No",NA
"EIF4G1.1",2.67763078141661e-228,0.217353833628166,0.157,0.074,1.70192890097621e-223,"Brain","EIF4G1","No",NA
"TNFRSF1B",2.83879341595996e-228,0.246123247532904,0.121,0.051,1.80436548311831e-223,"Brain","TNFRSF1B","No",NA
"ZNFX1",5.1115396119022e-228,0.208479771560128,0.106,0.042,3.24894569272115e-223,"Brain","ZNFX1","No",NA
"SHROOM2",9.71175832376338e-228,0.224051022894282,0.105,0.041,6.17289070816724e-223,"Brain","SHROOM2","No",NA
"NDST1",1.31062405671185e-227,0.195677459772709,0.127,0.054,8.33045756686621e-223,"Brain","NDST1","No",NA
"PRKDC.1",3.82104147495743e-226,0.123577193781804,0.198,0.1,2.42869217189769e-221,"Brain","PRKDC","No",NA
"SCARB2.1",8.76772628657487e-226,0.0940010266162743,0.222,0.116,5.57285450500985e-221,"Brain","SCARB2","No",NA
"ALG13",4.5113676636594e-225,0.223155791041003,0.101,0.039,2.86747040069855e-220,"Brain","ALG13","No",NA
"VPS13C.1",7.78861288745781e-225,0.0856071507650873,0.165,0.078,4.95052023739706e-220,"Brain","VPS13C","No",NA
"LPAR6",1.56452323040001e-224,0.212991618982218,0.118,0.049,9.94426610474549e-220,"Brain","LPAR6","No",NA
"SKP1",2.25403926330287e-224,0.220936506760076,0.111,0.045,1.43268989614794e-219,"Brain","SKP1","No",NA
"WDR82",4.47271763385083e-224,0.164060224911282,0.147,0.067,2.84290405525193e-219,"Brain","WDR82","No",NA
"PPP1R9A.1",6.28279767837699e-224,0.11005480382635,0.231,0.122,3.9934090323532e-219,"Brain","PPP1R9A","No",NA
"REEP1",7.05178403662439e-224,0.177962807834111,0.102,0.039,4.48218445151883e-219,"Brain","REEP1","No",NA
"TRIP12.1",8.68181336930971e-224,0.0889285833315279,0.203,0.103,5.51824739566695e-219,"Brain","TRIP12","No",NA
"MGST2",1.88479219936211e-223,0.14635655776066,0.133,0.058,1.19799276983655e-218,"Brain","MGST2","No",NA
"GPX4",2.11909397902477e-223,0.193368660718209,0.153,0.072,1.34691732400793e-218,"Brain","GPX4","No",NA
"EID1",8.64618670953923e-223,0.147230416824696,0.152,0.071,5.49560273445023e-218,"Brain","EID1","No",NA
"SON.1",2.26959816444818e-222,0.111398617036755,0.252,0.137,1.44257928930491e-217,"Brain","SON","No",NA
"EPB41L4A.1",3.15156417481774e-222,0.068785870801668,0.208,0.107,2.0031657051559e-217,"Brain","EPB41L4A","No",NA
"SERPINH1.1",3.24025779810108e-222,0.103623588949919,0.344,0.201,2.05954025905102e-217,"Brain","SERPINH1","No",NA
"SIPA1",3.39352146276187e-222,0.246451128559114,0.108,0.043,2.15695617694607e-217,"Brain","SIPA1","No",NA
"ZYX",9.20190940020913e-222,0.17501076476074,0.142,0.064,5.84882563386693e-217,"Brain","ZYX","No",NA
"IGFBP4.1",1.1138132950859e-221,-1.2278299047038,0.301,0.369,7.07950868489548e-217,"Brain","IGFBP4","Down","IGFBP4"
"PIK3C2A",1.12377506946486e-221,0.0614280374472758,0.246,0.133,7.1428267190256e-217,"Brain","PIK3C2A","No",NA
"UBC.1",1.13962636664328e-221,0.113948464318636,0.251,0.137,7.24357914902137e-217,"Brain","UBC","No",NA
"YWHAG",3.36607667818121e-221,0.208673700029638,0.123,0.053,2.13951199741876e-216,"Brain","YWHAG","No",NA
"CLIP2",4.12826017007745e-221,0.251559697351727,0.123,0.053,2.62396344670293e-216,"Brain","CLIP2","No",NA
"ATP2C1",8.19894815124473e-221,0.173883331893923,0.136,0.06,5.21133343441266e-216,"Brain","ATP2C1","No",NA
"G3BP1",1.31769549781322e-220,0.171636445855764,0.147,0.068,8.37540435365061e-216,"Brain","G3BP1","No",NA
"CDC42.1",2.2769693450421e-220,0.111071757840661,0.227,0.121,1.44726448540221e-215,"Brain","CDC42","No",NA
"RAPH1.1",2.55746729585011e-220,0.046404756329848,0.223,0.117,1.62555178791529e-215,"Brain","RAPH1","No",NA
"KLF2.1",5.69098977395633e-220,0.12735680380648,0.191,0.097,3.61725001022438e-215,"Brain","KLF2","No",NA
"OLFML2A",1.92961977588309e-219,0.353409440054401,0.1,0.039,1.22648562574905e-214,"Brain","OLFML2A","No",NA
"USP47.1",2.09014159567105e-219,0.15811726820289,0.183,0.091,1.32851489962448e-214,"Brain","USP47","No",NA
"SSR1",8.91471886159044e-219,0.166986640059648,0.135,0.06,5.6662844556155e-214,"Brain","SSR1","No",NA
"XRCC5.1",1.54198097830706e-218,0.134356227120553,0.229,0.122,9.80098529621751e-214,"Brain","XRCC5","No",NA
"GSK3B.1",1.96595522578579e-218,0.0634040231830544,0.272,0.151,1.24958080106171e-213,"Brain","GSK3B","No",NA
"GPX1",2.14047186770904e-218,0.212276091248728,0.111,0.046,1.36050532383454e-213,"Brain","GPX1","No",NA
"FAM49B.1",3.50946007638695e-218,0.0966332689450136,0.164,0.078,2.23064791915231e-213,"Brain","FAM49B","No",NA
"YY1.1",3.6585055194993e-218,0.143285232618007,0.181,0.09,2.32538269324895e-213,"Brain","YY1","No",NA
"ABL2",4.18537559237142e-218,0.137007824173245,0.143,0.065,2.6602665802672e-213,"Brain","ABL2","No",NA
"ATP6V1G1",5.38089018703169e-218,0.193102594034916,0.107,0.043,3.42014761177921e-213,"Brain","ATP6V1G1","No",NA
"KMT2A.1",6.49544347388738e-218,0.127908817954493,0.255,0.14,4.12856882643756e-213,"Brain","KMT2A","No",NA
"PCM1.1",9.14627343041408e-218,0.10378921136758,0.208,0.108,5.81346285510549e-213,"Brain","PCM1","No",NA
"NCK2",9.88435731689318e-218,0.0913471500207381,0.132,0.058,6.28259635419047e-213,"Brain","NCK2","No",NA
"SKI",1.28739580332191e-217,0.189951478440159,0.146,0.067,8.18281646549442e-213,"Brain","SKI","No",NA
"AGTPBP1",4.31355540951638e-217,0.182135476121486,0.13,0.057,2.7417389538427e-212,"Brain","AGTPBP1","No",NA
"RALGAPA1.1",1.02057918013307e-215,0.132174188290684,0.187,0.095,6.48690332684382e-211,"Brain","RALGAPA1","No",NA
"TMPO",1.5215514783533e-215,0.16029546217883,0.134,0.06,9.67113335156141e-211,"Brain","TMPO","No",NA
"AP2M1",1.58002232232305e-215,0.190106614885945,0.143,0.066,1.00427798829176e-210,"Brain","AP2M1","No",NA
"HNRNPK.1",5.97237137444118e-215,0.109617894085404,0.17,0.083,3.79609896930856e-210,"Brain","HNRNPK","No",NA
"CAMK2D.1",5.49400997162657e-213,0.174408466805329,0.193,0.099,3.49204767806556e-208,"Brain","CAMK2D","No",NA
"CLIC1",9.021374860299e-213,0.118520996089342,0.162,0.079,5.73407607495465e-208,"Brain","CLIC1","No",NA
"AKAP13.1",9.64456487452279e-213,0.132175042956173,0.342,0.203,6.13018187989543e-208,"Brain","AKAP13","No",NA
"NFIA.1",1.65831884194397e-212,0.131951377118462,0.477,0.3,1.05404403912801e-207,"Brain","NFIA","No",NA
"BRD3",1.67724161026634e-212,0.251804628941455,0.116,0.049,1.06607153990139e-207,"Brain","BRD3","No",NA
"VAT1",2.6609130860095e-212,0.201176997435128,0.126,0.056,1.6913029665985e-207,"Brain","VAT1","No",NA
"COL18A1.1",4.67582461697441e-212,0.14130459648854,0.191,0.098,2.9720008847951e-207,"Brain","COL18A1","No",NA
"IKBKB",1.19543102182638e-211,0.182454177790578,0.102,0.041,7.59827911783068e-207,"Brain","IKBKB","No",NA
"TMEM123.1",2.14617873238589e-211,-0.0319570543955869,0.242,0.131,1.36413266409179e-206,"Brain","TMEM123","No",NA
"HECTD1.1",3.43265506200281e-211,0.0771010011517983,0.193,0.098,2.1818298839596e-206,"Brain","HECTD1","No",NA
"COPA.1",5.36455057847413e-211,0.121029812003627,0.164,0.08,3.40976199318394e-206,"Brain","COPA","No",NA
"YWHAH",1.33657032948032e-210,0.197199311061966,0.117,0.05,8.49537467120986e-206,"Brain","YWHAH","No",NA
"KPNA6",2.62641672396126e-210,0.169523518530219,0.148,0.07,1.66937673391702e-205,"Brain","KPNA6","No",NA
"TRIP11",4.79793504297453e-210,0.0967847075029755,0.146,0.068,3.04961549266504e-205,"Brain","TRIP11","No",NA
"MED13L.1",1.59243423964069e-209,0.0891567494804772,0.353,0.21,1.01216712705802e-204,"Brain","MED13L","No",NA
"NUFIP2",2.96762517691823e-209,0.107768589865245,0.149,0.07,1.886252238701e-204,"Brain","NUFIP2","No",NA
"TNKS2",4.49450109494317e-209,0.150198552620884,0.13,0.058,2.85674984095683e-204,"Brain","TNKS2","No",NA
"KAT6A.1",1.84622407401814e-208,0.0653791454778272,0.241,0.132,1.17347848368667e-203,"Brain","KAT6A","No",NA
"ATP8A1.1",4.31242586202978e-208,-1.46216771048826,0.041,0.118,2.74102100216475e-203,"Brain","ATP8A1","Down","ATP8A1"
"ACAP2.1",5.14097064000592e-208,0.0548660559871146,0.235,0.128,3.26765234849416e-203,"Brain","ACAP2","No",NA
"TTYH3",5.32916935405309e-207,0.167022457860795,0.133,0.06,3.38727333312969e-202,"Brain","TTYH3","No",NA
"MPZL1",9.71940429045183e-207,0.0902278771298386,0.157,0.076,6.17775056105408e-202,"Brain","MPZL1","No",NA
"ANKRD44.1",1.25469464627534e-206,0.0515695347609844,0.183,0.092,7.97496464119069e-202,"Brain","ANKRD44","No",NA
"MSRA",2.26988354212403e-206,0.207726422949686,0.125,0.056,1.44276067820946e-201,"Brain","MSRA","No",NA
"C5orf24",2.36229489749417e-206,0.19010424091812,0.118,0.051,1.50149825979627e-201,"Brain","C5orf24","No",NA
"HERC2",3.14526773680953e-206,0.129178524560857,0.135,0.061,1.9991636261935e-201,"Brain","HERC2","No",NA
"TSPAN18.1",4.06898150796628e-206,-1.30798394381141,0.168,0.256,2.58628533627845e-201,"Brain","TSPAN18","Down","TSPAN18"
"MGST3",5.77406429328197e-206,0.143557172189984,0.126,0.056,3.67005300545295e-201,"Brain","MGST3","No",NA
"MAGI3",1.17025256590515e-205,0.112074684177701,0.154,0.074,7.43824233414973e-201,"Brain","MAGI3","No",NA
"UBXN4.1",1.55243021696959e-205,0.157314051636191,0.186,0.095,9.86740170208043e-201,"Brain","UBXN4","No",NA
"ACTR3",5.79056555237695e-205,0.125996754974004,0.148,0.071,3.68054137074631e-200,"Brain","ACTR3","No",NA
"CYFIP1",7.29396229867179e-205,0.172530162636057,0.143,0.067,4.63611537665878e-200,"Brain","CYFIP1","No",NA
